,data,label
70,"[0, 0, 2, 5, 9, 8, 2, 0, 0, 0, 0, 7, 4, 2, 2, 3, 0, 0, 1, 8, 2, 3, 0, 0, 0, 0, 2, 4, 10, 4, 0, 0, 0, 0, 2, 9, 3, 2, 0, 0, 0, 0, 1, 3, 10, 6, 0, 0, 0, 0, 0, 0, 0, 3, 6, 1, 0, 0, 0, 0, 0, 1, 1, 0]",4
71,"[0, 1, 0, 1, 3, 3, 0, 0, 0, 5, 7, 7, 3, 6, 1, 0, 1, 6, 6, 7, 9, 7, 4, 0, 2, 6, 5, 3, 1, 2, 3, 1, 1, 8, 5, 4, 3, 4, 3, 2, 3, 2, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
72,"[0, 0, 1, 2, 1, 3, 0, 0, 0, 0, 4, 10, 7, 3, 0, 0, 0, 0, 3, 7, 3, 4, 0, 0, 0, 0, 2, 9, 8, 2, 0, 0, 0, 0, 1, 7, 7, 3, 0, 0, 0, 0, 3, 3, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
73,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 4, 0, 0, 0, 0, 3, 5, 5, 3, 0, 0, 0, 0, 1, 5, 13, 9, 4, 1, 0, 0, 4, 5, 7, 8, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
74,"[0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 7, 3, 2, 0, 0, 0, 0, 5, 5, 3, 1, 0, 0, 0, 0, 4, 10, 11, 7, 0, 0, 0, 0, 4, 7, 4, 3, 0, 0, 0, 0, 2, 6, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
75,"[0, 1, 4, 1, 1, 0, 0, 0, 1, 6, 7, 5, 4, 4, 0, 0, 0, 0, 1, 6, 11, 4, 0, 0, 0, 0, 2, 5, 9, 3, 0, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]",6
76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 3, 0, 0, 0, 0, 6, 6, 9, 3, 0, 0, 0, 0, 1, 3, 5, 2, 0, 0, 0, 0, 0, 4, 4, 3, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",6
77,"[0, 0, 7, 3, 8, 2, 0, 0, 0, 0, 6, 9, 9, 2, 0, 0, 0, 0, 1, 10, 7, 0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",6
78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 9, 4, 2, 0, 0, 0, 0, 0, 0, 9, 7, 0, 0, 0, 0, 0, 0, 9, 4, 0, 0, 0, 0, 0, 0, 10, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",6
79,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 5, 5, 0, 0, 0, 0, 3, 9, 12, 3, 0, 0, 0, 0, 0, 8, 5, 1, 0, 0, 0, 0, 0, 9, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
80,"[0, 0, 0, 2, 1, 4, 0, 0, 0, 0, 2, 5, 7, 3, 0, 0, 0, 0, 2, 9, 4, 2, 0, 0, 0, 0, 0, 8, 2, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
81,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 6, 7, 0, 0, 0, 0, 1, 6, 5, 6, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
82,"[0, 0, 4, 6, 5, 3, 0, 0, 0, 0, 1, 8, 8, 5, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0]",6
83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 1, 0, 0, 0, 0, 0, 6, 9, 7, 1, 0, 0, 0, 0, 5, 8, 2, 3, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 2, 7, 5, 1, 0, 0, 0, 0, 4, 3, 4, 1, 0, 0]",6
84,"[0, 0, 1, 3, 2, 1, 0, 0, 0, 0, 5, 6, 7, 13, 0, 0, 0, 0, 1, 1, 8, 4, 0, 0, 0, 0, 0, 6, 9, 2, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",6
85,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 4, 2, 8, 0, 0, 0, 0, 2, 5, 8, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",6
86,"[2, 3, 1, 0, 2, 5, 0, 0, 2, 7, 4, 0, 5, 7, 0, 0, 0, 0, 9, 7, 9, 3, 0, 0, 0, 0, 4, 3, 10, 2, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]",6
87,"[2, 3, 1, 0, 2, 5, 0, 0, 2, 7, 4, 0, 5, 7, 0, 0, 0, 0, 9, 7, 9, 3, 0, 0, 0, 0, 4, 3, 10, 2, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]",6
88,"[2, 2, 0, 1, 0, 1, 0, 0, 2, 8, 9, 5, 5, 3, 0, 0, 0, 0, 4, 5, 10, 0, 0, 0, 0, 0, 2, 9, 4, 3, 0, 0, 0, 0, 3, 9, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
89,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 6, 3, 0, 0, 0, 0, 7, 10, 8, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
90,"[0, 1, 0, 2, 0, 0, 0, 0, 3, 3, 1, 7, 0, 0, 0, 0, 5, 10, 1, 11, 0, 0, 0, 0, 1, 8, 10, 8, 0, 0, 0, 0, 0, 0, 2, 10, 0, 0, 0, 0, 0, 0, 4, 8, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",6
91,"[0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
92,"[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 4, 3, 2, 0, 0, 0, 0, 0, 3, 6, 12, 6, 0, 0, 0, 0, 1, 9, 4, 2, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",6
93,"[2, 2, 2, 3, 2, 2, 0, 0, 2, 10, 5, 2, 1, 9, 0, 0, 0, 0, 8, 7, 12, 5, 0, 0, 0, 0, 3, 3, 11, 2, 0, 0, 0, 0, 1, 6, 8, 3, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
94,"[2, 2, 2, 3, 2, 2, 0, 0, 2, 10, 5, 2, 1, 9, 0, 0, 0, 0, 8, 7, 12, 5, 0, 0, 0, 0, 3, 3, 11, 2, 0, 0, 0, 0, 1, 6, 8, 3, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
95,"[0, 0, 2, 1, 5, 2, 0, 0, 0, 0, 9, 7, 9, 2, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 2, 8, 0, 0, 0, 0, 0, 0, 7, 3, 0, 0, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",6
96,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 2, 4, 0, 0, 0, 0, 3, 4, 6, 2, 0, 0, 0, 0, 0, 2, 6, 2, 0, 0, 0, 0, 0, 4, 4, 2, 0, 0, 0, 0, 1, 4, 5, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",6
97,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 7, 4, 10, 3, 0, 0, 0, 0, 2, 1, 10, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
98,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 1, 0, 0, 0, 0, 3, 8, 9, 4, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 1, 2, 6, 3, 0, 0, 0, 0, 3, 5, 6, 3, 0, 0]",6
99,"[0, 0, 3, 4, 3, 2, 0, 0, 0, 0, 5, 3, 7, 3, 0, 0, 0, 0, 3, 11, 5, 1, 0, 0, 0, 0, 4, 7, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
100,"[1, 0, 3, 1, 2, 3, 0, 0, 2, 4, 3, 4, 6, 2, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
101,"[2, 1, 3, 0, 0, 4, 2, 1, 1, 5, 7, 0, 0, 8, 3, 2, 0, 0, 7, 2, 7, 9, 0, 0, 0, 0, 6, 3, 7, 1, 0, 0, 0, 0, 3, 9, 6, 1, 0, 0, 0, 0, 2, 9, 5, 1, 0, 0, 0, 0, 3, 10, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]",7
102,"[2, 2, 0, 0, 0, 1, 0, 0, 4, 4, 0, 0, 0, 4, 0, 0, 3, 5, 6, 2, 2, 4, 0, 0, 0, 3, 4, 8, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
103,"[0, 3, 3, 0, 2, 7, 0, 0, 1, 8, 4, 2, 3, 7, 0, 0, 0, 0, 7, 2, 9, 2, 0, 0, 0, 0, 8, 2, 8, 2, 0, 0, 0, 0, 5, 9, 4, 2, 0, 0, 0, 0, 3, 10, 1, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",7
104,"[2, 1, 0, 1, 0, 0, 0, 1, 1, 7, 4, 1, 0, 0, 5, 0, 0, 0, 5, 3, 6, 7, 0, 0, 0, 0, 7, 6, 3, 3, 0, 0, 0, 0, 7, 5, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
105,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 7, 6, 1, 1, 2, 3, 3, 1, 1, 6, 1, 3, 7, 7, 3, 0, 0, 1, 8, 6, 2, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
106,"[2, 1, 0, 0, 2, 2, 0, 0, 2, 4, 0, 0, 5, 6, 0, 0, 0, 8, 5, 3, 6, 3, 0, 0, 1, 3, 3, 3, 2, 3, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
107,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 3, 2, 6, 0, 0, 0, 3, 5, 5, 7, 4, 1, 0, 0, 1, 8, 10, 3, 0, 0, 0, 0, 1, 11, 7, 4, 0, 0, 0, 0, 2, 5, 6, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0]",7
108,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 3, 4, 1, 0, 3, 0, 0, 3, 3, 3, 1, 0, 5, 3, 3, 5, 2, 0, 0, 0, 3, 7, 6, 3, 3, 0, 0, 0, 0, 5, 5, 1, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0]",7
109,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 5, 5, 0, 0, 0, 0, 5, 7, 6, 0, 0, 0, 0, 0, 2, 10, 1, 2, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
110,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 2, 2, 1, 1, 3, 1, 2, 2, 6, 2, 6, 7, 7, 5, 0, 0, 7, 6, 6, 3, 0, 0, 0, 0, 5, 4, 3, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",7
111,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 3, 0, 0, 0, 0, 4, 4, 7, 5, 0, 0, 0, 0, 2, 7, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
112,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 5, 4, 0, 0, 0, 0, 7, 8, 5, 4, 0, 0, 0, 0, 5, 7, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
113,"[0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 8, 5, 4, 1, 0, 0, 0, 0, 0, 10, 4, 3, 0, 0, 0, 0, 4, 8, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]",7
114,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 2, 5, 2, 0, 0, 8, 3, 1, 5, 5, 3, 0, 0, 1, 5, 4, 7, 1, 0, 0, 0, 4, 4, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
115,"[0, 0, 0, 0, 2, 1, 2, 2, 0, 0, 0, 0, 0, 3, 7, 6, 4, 7, 0, 1, 3, 9, 0, 0, 3, 6, 3, 2, 9, 2, 0, 0, 1, 5, 6, 9, 0, 0, 0, 0, 0, 3, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
116,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 3, 1, 0, 0, 0, 0, 5, 5, 3, 1, 0, 0, 0, 0, 2, 8, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
117,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 3, 3, 3, 3, 4, 1, 1, 5, 7, 1, 3, 7, 4, 2, 0, 0, 5, 2, 4, 2, 0, 0, 0, 0, 1, 10, 6, 1, 0, 0, 0, 0, 2, 9, 0, 0, 0, 0, 0, 0, 3, 7, 0, 0, 0, 0]",7
118,"[0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 7, 2, 0, 0, 4, 2, 0, 0, 4, 5, 1, 8, 4, 1, 0, 0, 2, 10, 9, 4, 0, 0, 0, 0, 1, 9, 5, 0, 0, 0, 0, 0, 1, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
119,"[1, 1, 1, 0, 3, 0, 0, 0, 0, 3, 5, 1, 5, 3, 0, 0, 0, 0, 8, 4, 7, 2, 0, 0, 0, 0, 5, 7, 4, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 6, 4, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",7
120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 1, 2, 4, 5, 1, 1, 3, 5, 2, 4, 6, 6, 4, 0, 0, 4, 4, 5, 4, 0, 0, 0, 0, 2, 11, 3, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0]",7
121,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 2, 2, 0, 0, 2, 8, 6, 2, 5, 6, 0, 0, 0, 0, 9, 10, 7, 4, 0, 0, 0, 0, 3, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
122,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 4, 0, 0, 0, 5, 6, 1, 1, 7, 6, 3, 2, 9, 0, 0, 0, 4, 5, 2, 4, 4, 0, 0, 0, 0, 6, 7, 6, 3, 0, 0, 0, 0, 2, 7, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 6, 2, 6, 4, 0, 0, 0, 0, 2, 4, 1, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
124,"[0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 5, 1, 0, 0, 6, 4, 0, 0, 7, 3, 1, 6, 9, 2, 0, 0, 4, 6, 6, 5, 2, 1, 0, 0, 0, 6, 10, 1, 0, 0, 0, 0, 2, 2, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
125,"[0, 0, 1, 4, 4, 0, 0, 0, 0, 0, 7, 8, 8, 3, 0, 0, 0, 8, 6, 3, 3, 4, 0, 0, 0, 4, 9, 9, 8, 6, 0, 0, 3, 7, 0, 0, 3, 6, 0, 0, 1, 8, 4, 4, 8, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
126,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 6, 0, 0, 0, 0, 0, 9, 6, 4, 0, 0, 0, 0, 1, 10, 9, 7, 0, 0, 0, 0, 3, 8, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
127,"[0, 0, 7, 5, 8, 3, 0, 0, 0, 0, 13, 5, 9, 4, 0, 0, 0, 0, 6, 10, 4, 1, 0, 0, 0, 0, 5, 8, 9, 2, 0, 0, 2, 6, 5, 0, 6, 7, 1, 1, 1, 9, 0, 0, 1, 6, 5, 0, 3, 6, 1, 0, 1, 6, 7, 2, 2, 3, 6, 4, 6, 5, 3, 0]",8
128,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 9, 6, 6, 2, 0, 0, 2, 7, 9, 5, 9, 3, 0, 0, 2, 3, 9, 3, 7, 7, 0, 0, 1, 6, 8, 5, 6, 6, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",8
129,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 7, 4, 1, 0, 0, 0, 0, 6, 11, 8, 6, 0, 0, 0, 0, 3, 8, 10, 2, 0, 0, 0, 0, 3, 7, 10, 2, 0, 0, 0, 0, 2, 4, 3, 3, 0, 0]",8
130,"[0, 0, 2, 2, 2, 5, 0, 0, 0, 0, 4, 10, 10, 2, 0, 0, 0, 0, 5, 7, 5, 3, 0, 0, 0, 0, 1, 10, 9, 2, 0, 0, 0, 0, 7, 5, 7, 2, 0, 0, 0, 0, 2, 6, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
131,"[0, 0, 1, 1, 4, 0, 0, 0, 0, 0, 2, 6, 4, 1, 0, 0, 0, 0, 5, 6, 6, 1, 0, 0, 0, 0, 4, 12, 7, 3, 0, 0, 0, 0, 6, 6, 4, 1, 0, 0, 0, 0, 4, 5, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
132,"[0, 0, 2, 5, 6, 0, 0, 0, 0, 0, 4, 8, 5, 0, 0, 0, 0, 0, 4, 9, 0, 0, 0, 0, 0, 0, 4, 7, 0, 0, 0, 0, 0, 0, 6, 4, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
133,"[0, 2, 7, 7, 8, 1, 0, 0, 1, 9, 5, 3, 7, 7, 0, 0, 0, 7, 8, 3, 9, 1, 0, 0, 1, 2, 4, 13, 7, 5, 0, 0, 1, 1, 5, 6, 6, 8, 0, 0, 1, 4, 7, 0, 3, 6, 0, 0, 2, 4, 10, 5, 9, 8, 2, 0, 0, 2, 2, 3, 2, 2, 0, 0]",8
134,"[0, 0, 0, 0, 2, 1, 3, 3, 0, 0, 0, 0, 2, 7, 7, 1, 0, 0, 0, 0, 5, 3, 6, 3, 0, 0, 0, 0, 5, 9, 2, 2, 0, 0, 0, 0, 7, 6, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
135,"[0, 0, 2, 3, 4, 1, 0, 0, 0, 0, 3, 6, 8, 4, 0, 0, 0, 0, 8, 3, 6, 5, 0, 0, 0, 0, 3, 11, 9, 3, 0, 0, 0, 0, 6, 6, 7, 3, 0, 0, 0, 0, 6, 6, 4, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
136,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 0, 0, 0, 0, 0, 6, 6, 8, 3, 0, 0, 0, 0, 0, 7, 6, 1, 0, 0, 0, 0, 0, 7, 6, 1, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0]",8
137,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 2, 0, 0, 0, 0, 0, 6, 7, 2, 2, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 5, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
138,"[4, 4, 6, 6, 2, 0, 0, 0, 2, 4, 6, 5, 0, 0, 0, 0, 0, 6, 9, 3, 0, 0, 0, 0, 3, 7, 10, 2, 0, 0, 0, 0, 1, 4, 6, 2, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
139,"[0, 0, 2, 5, 6, 4, 0, 0, 0, 0, 8, 7, 5, 4, 0, 0, 0, 0, 5, 8, 5, 1, 0, 0, 0, 0, 4, 6, 7, 2, 0, 0, 0, 0, 4, 0, 7, 1, 0, 0, 0, 0, 5, 3, 6, 2, 0, 0, 0, 0, 5, 5, 6, 5, 0, 0, 0, 0, 0, 3, 1, 2, 0, 0]",8
